Id,customer.id,credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,pub.rec,inq.last.6mths,delinq.2yrs,paid.back.loan
3355,LA003356,Yes,credit_card,13.16%,357.97,10.645424900000002,19.49,692,3479.958333,30869,60.1,0,Less than 5,No,Yes
4893,LA004894,Yes,all_other,7.74%,185.76,10.71441777,11.39,792,4410.0,711,2.5,0,Less than 5,No,Yes
6699,LA006700,Yes,all_other,11.36%,246.84,10.49127422,18.87,697,4590.041667,14225,53.7,0,Less than 5,No,Yes
7532,LA007533,Yes,small_business,7.88%,500.49,11.2708539,14.97,782,8850.0,13925,15.7,0,Less than 5,No,Yes
6692,LA006693,Yes,debt_consolidation,10.25%,194.31,10.93024574,16.33,712,3750.0,14541,16.5,0,Less than 5,No,Yes
7207,LA007208,Yes,debt_consolidation,13.48%,678.49,11.51292546,20.5,702,3750.041667,26669,62.3,0,Less than 5,No,Yes
9382,LA009383,No,debt_consolidation,12.87%,639.04,11.28978191,21.3,722,4410.041667,45444,80.0,0,Less than 5,No,Yes
2308,LA002309,Yes,educational,13.79%,170.38,11.35040654,0.42,737,1140.0,890,6.4,0,Less than 5,No,Yes
581,LA00582,Yes,debt_consolidation,9.76%,321.55,10.54534144,3.22,722,2670.041667,9255,63.0,0,Less than 5,No,Yes
1591,LA001592,Yes,debt_consolidation,15.57%,419.35,10.73639668,12.5,667,1860.0416670000002,12376,97.4,0,Less than 5,No,Yes
6115,LA006116,Yes,debt_consolidation,13.92%,221.89,10.08580911,16.2,672,2430.0,7893,59.3,0,Less than 5,No,Yes
9512,LA009513,No,all_other,12.18%,199.8,10.40426284,4.51,727,3570.041667,3106,25.9,0,Less than 10,No,Yes
1197,LA001198,Yes,credit_card,8.00%,219.36,11.41861479,6.36,752,7804.958333,21135,19.7,0,Less than 5,No,Yes
3513,LA003514,Yes,all_other,13.57%,154.56,11.77528973,17.46,682,4800.0,66461,90.1,0,Less than 5,No,Yes
4982,LA004983,Yes,all_other,15.31%,261.12,10.51867319,21.15,662,2910.0,722,60.2,0,Less than 5,No,No
7746,LA007747,No,all_other,8.38%,81.94,8.779557456000001,6.46,722,1230.041667,0,0.1,0,Less than 5,No,No
297,LA00298,Yes,credit_card,9.64%,288.89,11.62625415,10.36,702,6119.0,27786,85.5,1,Less than 5,No,No
671,LA00672,Yes,debt_consolidation,9.45%,320.1,11.45105006,7.44,727,3360.0,29884,43.6,0,Less than 5,No,Yes
3121,LA003122,Yes,all_other,9.32%,332.25,11.35040654,5.41,757,5549.958333,21244,24.7,0,Less than 5,Yes,Yes
4992,LA004993,Yes,major_purchase,13.92%,51.21,10.37349118,4.09,682,2550.0,286,35.7,0,Less than 5,No,Yes
7492,LA007493,Yes,all_other,10.62%,97.68,10.385913699999998,0.37,807,11730.0,55,0.2,0,Less than 10,No,Yes
9213,LA009214,No,debt_consolidation,11.83%,331.34,11.27720313,22.98,717,4230.958333,21114,80.9,0,Less than 5,No,Yes
1422,LA001423,Yes,debt_consolidation,11.46%,329.57,10.49127422,19.3,702,2069.958333,5680,25.2,1,Less than 5,No,Yes
1424,LA001425,Yes,small_business,11.46%,329.57,10.89673933,21.69,722,5250.0,21462,40.9,0,Less than 5,No,Yes
9301,LA009302,No,home_improvement,13.57%,679.37,11.00209984,21.22,712,5039.958333,53483,70.9,0,Less than 5,No,No
428,LA00429,Yes,debt_consolidation,10.78%,278.22,11.60823564,18.58,702,7230.0,14046,80.3,0,Less than 5,No,No
4968,LA004969,Yes,all_other,13.22%,101.41,10.49127422,22.43,677,5369.958333,12905,81.2,1,Less than 5,No,Yes
8303,LA008304,No,small_business,13.55%,135.84,11.27973158,15.06,657,2880.0,42670,65.5,0,Less than 5,Yes,Yes
6981,LA006982,Yes,debt_consolidation,7.74%,130.34,10.46310334,8.98,792,7890.041667,1357,4.2,0,Less than 5,No,Yes
4735,LA004736,Yes,all_other,11.83%,298.21,10.96812932,0.48,717,2910.0,0,0.0,0,Less than 5,No,Yes
868,LA00869,Yes,all_other,11.03%,235.83,10.34174248,14.4,692,3930.0,19076,66.6,0,Less than 5,No,No
6768,LA006769,Yes,all_other,14.61%,96.54,9.501516334,3.14,672,15990.0,709,22.9,0,Less than 5,No,Yes
7621,LA007622,Yes,credit_card,13.48%,441.02,10.59663473,24.66,687,5194.0,17325,70.1,0,Less than 5,No,Yes
4198,LA004199,Yes,small_business,16.00%,703.15,11.00209984,15.9,747,5700.958333,15018,42.9,0,Less than 5,No,Yes
6395,LA006396,Yes,credit_card,13.57%,407.63,11.51292546,11.48,712,7139.041667,21006,95.0,0,Less than 5,No,Yes
4017,LA004018,Yes,debt_consolidation,13.16%,351.21,11.35040654,6.73,682,4290.0,4611,30.7,0,Less than 5,Yes,Yes
8816,LA008817,No,credit_card,12.54%,199.17,10.71441777,8.21,697,2280.0,397,3.1,0,Less than 10,Yes,Yes
436,LA00437,Yes,debt_consolidation,11.72%,99.25,10.91871823,12.85,682,2670.041667,15680,89.6,0,Less than 5,No,Yes
6048,LA006049,Yes,debt_consolidation,8.59%,221.28,11.51292546,11.18,737,6420.041667,73196,16.6,0,Less than 5,No,Yes
699,LA00700,Yes,debt_consolidation,12.61%,301.56,10.81977828,7.15,667,2579.0,1918,56.4,0,Less than 5,No,Yes
693,LA00694,Yes,debt_consolidation,12.29%,633.71,11.56171563,10.01,687,5250.041667,19368,38.6,0,Less than 5,Yes,Yes
2853,LA002854,Yes,debt_consolidation,12.53%,234.27,10.12647109,21.08,717,3299.958333,4702,61.9,0,Less than 5,No,Yes
3074,LA003075,Yes,debt_consolidation,11.58%,297.13,10.68510338,14.03,707,6090.0,7693,72.6,0,Less than 5,No,No
3036,LA003037,Yes,all_other,11.89%,198.99,11.3736634,19.38,727,5609.958333,42987,89.0,0,Less than 5,No,No
7664,LA007665,Yes,credit_card,10.62%,814.0,11.98042596,15.2,762,5820.0,50110,10.5,0,Less than 5,No,Yes
6430,LA006431,Yes,major_purchase,7.74%,249.75,11.73606902,0.74,802,7141.041667,2917,7.4,0,Less than 5,No,Yes
3976,LA003977,Yes,credit_card,14.74%,518.06,11.08214255,6.79,687,2130.0,11314,87.0,0,Less than 5,No,Yes
4268,LA004269,Yes,debt_consolidation,11.48%,659.37,11.18266986,11.37,747,7380.0,26967,63.0,0,Less than 5,No,Yes
7812,LA007813,No,credit_card,10.91%,163.48,10.65725935,1.21,677,719.0,1424,43.2,0,Less than 5,No,Yes
9484,LA009485,No,all_other,17.74%,86.46,10.81977828,12.02,677,5850.0,388,24.2,0,Less than 10,No,Yes
1080,LA001081,Yes,debt_consolidation,9.45%,233.67,10.63103616,16.52,727,3135.0,2185,15.4,0,Less than 5,No,Yes
1319,LA001320,Yes,all_other,12.21%,566.36,11.28978191,7.93,742,6378.041667,15146,27.2,0,Less than 5,No,Yes
3362,LA003363,Yes,educational,12.84%,336.18,11.51292546,17.26,687,3243.0,6435,23.0,1,Less than 5,No,Yes
2976,LA002977,Yes,all_other,8.00%,250.69,11.51288546,4.32,712,7109.958333,5262,28.4,0,Less than 5,Yes,Yes
2191,LA002192,Yes,debt_consolidation,14.11%,205.38,10.46321762,16.76,677,3600.0,1243,22.6,0,Less than 5,Yes,Yes
7015,LA007016,Yes,debt_consolidation,7.74%,156.1,10.30895266,7.96,767,4170.041667,3067,11.9,0,Less than 5,No,Yes
3431,LA003432,Yes,major_purchase,15.37%,871.16,11.9251416,23.85,677,6419.958333,40741,50.3,0,Less than 5,No,No
3218,LA003219,Yes,debt_consolidation,13.16%,506.56,11.12732181,7.01,697,4650.0,14380,48.9,0,Less than 5,No,Yes
6046,LA006047,Yes,major_purchase,13.22%,331.25,10.98189713,5.88,687,2675.041667,9972,35.9,1,Less than 5,No,Yes
5497,LA005498,Yes,credit_card,11.14%,68.89,9.574983486,6.75,712,3149.958333,2256,53.7,0,Less than 5,No,Yes
1052,LA001053,Yes,debt_consolidation,10.08%,129.22,10.51867319,20.92,742,8760.0,1620,17.2,0,Less than 5,No,Yes
5540,LA005541,Yes,debt_consolidation,20.86%,827.33,11.81303006,12.78,672,10169.95833,62553,44.2,0,Less than 5,No,Yes
5464,LA005465,Yes,educational,8.94%,158.86,9.729134165,14.93,732,3569.958333,6109,43.9,0,Less than 5,No,Yes
3176,LA003177,Yes,debt_consolidation,12.53%,184.07,10.91348718,17.55,682,7590.0,19279,59.5,0,Less than 5,No,Yes
395,LA00396,Yes,credit_card,9.20%,306.18,11.03488966,13.12,742,5250.041667,24406,40.3,0,Less than 5,No,No
6580,LA006581,Yes,all_other,11.48%,692.34,11.77528973,23.43,792,4205.041667,682,3.3,0,Less than 5,No,Yes
6737,LA006738,Yes,all_other,11.48%,263.75,10.73639668,15.1,737,2400.041667,13415,43.6,0,Less than 5,No,Yes
7117,LA007118,Yes,credit_card,13.85%,682.08,11.69524702,13.61,707,3360.0,22061,91.9,0,Less than 5,No,Yes
538,LA00539,Yes,debt_consolidation,10.08%,646.1,11.00209984,10.06,742,3960.0,6688,39.1,0,Less than 5,No,Yes
5161,LA005162,Yes,debt_consolidation,8.94%,317.72,11.14186178,9.53,742,2489.958333,3613,5.7,0,Less than 5,No,Yes
5525,LA005526,Yes,debt_consolidation,12.53%,70.28,11.12726298,8.33,682,5429.958333,11023,72.0,1,Less than 5,No,Yes
2274,LA002275,Yes,debt_consolidation,9.32%,31.95,11.1123882,21.19,727,5550.0,22930,51.2,0,Less than 5,No,Yes
236,LA00237,Yes,debt_consolidation,12.80%,554.37,11.03488966,19.22,677,3060.041667,17641,69.5,0,Less than 5,No,Yes
6742,LA006743,Yes,debt_consolidation,14.96%,840.15,11.02755639,20.16,702,3690.0,21111,75.7,0,Less than 5,No,Yes
3350,LA003351,Yes,educational,15.05%,60.71,9.210340372000001,15.84,677,2070.0,0,92.3,0,Less than 5,No,Yes
8877,LA008878,No,small_business,12.53%,138.89,10.16600565,22.7,677,8970.041667,27535,54.4,0,Less than 5,No,No
3158,LA003159,Yes,debt_consolidation,12.84%,268.95,10.49127422,8.8,692,1979.9583329999998,3756,85.4,0,Less than 5,No,Yes
2722,LA002723,Yes,major_purchase,14.42%,687.66,12.46458334,16.97,697,7799.958333,58981,84.9,0,Less than 5,No,Yes
8770,LA008771,No,credit_card,13.17%,233.06,11.91839057,8.6,697,7919.958333,21293,3.4,0,Less than 10,No,No
8883,LA008884,No,debt_consolidation,11.89%,265.32,11.00209984,19.52,702,4891.041667,83434,69.0,0,Less than 5,No,Yes
2426,LA002427,Yes,major_purchase,14.42%,206.3,11.02190247,14.75,672,2371.041667,9184,58.5,0,Less than 5,No,Yes
1808,LA001809,Yes,debt_consolidation,13.16%,337.71,10.73630972,21.34,687,3690.0,18049,66.8,0,Less than 5,No,Yes
8061,LA008062,No,debt_consolidation,10.59%,237.58,11.08214255,12.54,682,2370.041667,1367,6.9,0,Less than 10,No,No
3402,LA003403,Yes,debt_consolidation,12.21%,333.15,10.77895629,18.35,707,3065.958333,11389,80.8,0,Less than 5,No,Yes
2075,LA002076,Yes,credit_card,17.26%,500.98,11.81303006,9.33,672,1650.041667,29101,96.6,0,Less than 5,No,Yes
9017,LA009018,No,small_business,17.26%,715.69,11.35040654,17.08,727,5249.958333,28268,53.9,0,Less than 10,No,No
6424,LA006425,Yes,all_other,12.18%,399.6,11.60823564,3.64,717,4860.041667,442,6.9,0,Less than 5,Yes,Yes
7001,LA007002,Yes,educational,11.83%,662.68,11.51292546,6.72,737,3041.041667,4070,19.5,0,Less than 5,No,Yes
2979,LA002980,Yes,small_business,13.16%,515.0,11.184421400000002,17.68,722,5310.0,6759,0.0,0,Less than 5,No,Yes
2133,LA002134,Yes,small_business,12.84%,403.42,11.22524339,22.45,732,4410.0,11194,32.9,0,Less than 5,No,Yes
9525,LA009526,No,all_other,13.11%,134.98,10.29552964,2.35,682,4530.041667,1465,34.9,0,Less than 5,No,Yes
5838,LA005839,Yes,debt_consolidation,8.94%,462.28,11.29488139,16.15,767,5130.0,23088,50.1,0,Less than 5,No,Yes
9001,LA009002,No,debt_consolidation,14.11%,171.15,10.03120068,22.76,717,1080.0,362,8.4,0,Less than 5,No,No
3075,LA003076,Yes,credit_card,9.63%,96.29,11.22524339,6.18,722,3600.0,25055,78.1,0,Less than 5,No,Yes
141,LA00142,Yes,debt_consolidation,12.80%,335.98,10.50232405,18.92,682,2219.0,9166,50.4,0,Less than 5,No,Yes
9112,LA009113,No,debt_consolidation,12.53%,742.95,11.75981679,20.61,717,8730.0,54294,72.4,0,Less than 5,No,Yes
6450,LA006451,Yes,debt_consolidation,14.61%,172.38,10.91508846,2.42,667,4050.0,2771,16.4,0,Less than 5,No,Yes
2408,LA002409,Yes,debt_consolidation,9.63%,288.85,11.08214255,22.45,737,6930.0,32820,73.4,0,Less than 5,No,Yes
2457,LA002458,Yes,all_other,13.47%,339.23,10.91501573,5.59,692,3749.958333,2432,24.1,0,Less than 5,Yes,Yes
9574,LA009575,No,all_other,12.53%,257.7,11.14186178,0.21,722,4380.0,184,1.1,0,Less than 10,No,No
500,LA00501,Yes,credit_card,8.00%,310.24,11.52682837,3.19,777,8370.0,1715,8.2,0,Less than 5,No,Yes
7088,LA007089,Yes,credit_card,7.88%,312.81,10.645424900000002,19.77,737,4500.041667,15664,62.7,0,Less than 5,No,Yes
3687,LA003688,Yes,debt_consolidation,11.58%,495.21,10.645424900000002,10.4,742,3660.0,15680,44.7,0,Less than 5,No,Yes
7176,LA007177,Yes,debt_consolidation,13.11%,371.2,10.40426284,14.58,687,1980.0416670000002,5763,60.7,0,Less than 5,No,Yes
4699,LA004700,Yes,home_improvement,12.53%,510.37,10.858999,10.96,722,6270.0,2652,3.9,0,Less than 5,No,No
4864,LA004865,Yes,debt_consolidation,11.48%,576.95,11.09741002,11.71,737,3780.0,18277,50.8,0,Less than 5,No,Yes
3638,LA003639,Yes,all_other,11.26%,525.82,11.12732181,9.3,747,3300.0,2362,7.9,0,Less than 5,No,Yes
282,LA00283,Yes,small_business,8.38%,315.12,11.58058411,2.28,742,4740.0,15043,65.2,0,Less than 5,No,Yes
5460,LA005461,Yes,all_other,12.53%,83.67,9.761463053,16.32,692,7320.0,1245,31.1,0,Less than 5,No,Yes
5439,LA005440,Yes,debt_consolidation,12.18%,399.6,11.15625052,7.41,712,4112.0,14610,29.3,0,Less than 5,No,Yes
1193,LA001194,Yes,debt_consolidation,12.22%,249.9,10.59653473,24.63,727,3449.958333,6083,56.3,0,Less than 5,No,Yes
1189,LA001190,Yes,debt_consolidation,11.34%,246.75,10.46310334,10.66,682,2714.958333,1238,47.7,0,Less than 5,Yes,Yes
9515,LA009516,No,all_other,16.07%,281.56,11.22524339,20.56,677,4080.0,21166,72.7,0,Less than 10,No,Yes
3812,LA003813,Yes,all_other,12.21%,333.15,10.71441777,0.0,707,2640.0,4924,23.8,0,Less than 5,Yes,Yes
5285,LA005286,Yes,debt_consolidation,12.18%,279.72,10.46310334,24.69,702,2910.0,17411,64.0,0,Less than 5,No,Yes
8752,LA008753,No,debt_consolidation,15.70%,235.44,10.448714599999999,8.7,647,5279.958333,16690,91.2,0,Less than 5,No,No
9329,LA009330,No,debt_consolidation,8.59%,47.42,10.66895539,14.6,727,3360.0,46180,78.3,0,Less than 5,No,Yes
4422,LA004423,Yes,credit_card,8.94%,330.43,10.51867319,8.37,737,5190.0,24416,36.7,0,Less than 5,No,Yes
7084,LA007085,Yes,all_other,16.45%,424.53,12.04355372,10.05,692,4053.0,22215,90.3,0,Less than 5,No,Yes
1308,LA001309,Yes,major_purchase,7.68%,96.69,10.621424900000001,9.39,787,5044.958333,15715,21.5,0,Less than 5,No,Yes
682,LA00683,Yes,debt_consolidation,12.61%,201.04,10.81977828,3.89,667,5970.041667,20845,47.7,0,Less than 5,No,Yes
8756,LA008757,No,all_other,10.64%,35.83,9.547098282,4.2,687,3210.0,1032,9.5,0,Less than 5,No,Yes
4241,LA004242,Yes,all_other,11.83%,424.12,11.56171563,9.71,717,8446.0,31280,51.2,0,Less than 5,No,Yes
6508,LA006509,Yes,debt_consolidation,12.87%,302.7,10.91508846,16.15,687,3391.041667,9846,80.0,0,Less than 5,No,Yes
8251,LA008252,No,debt_consolidation,18.29%,352.1,10.94574111,25.5,657,3420.041667,13243,98.1,0,Less than 5,No,Yes
2102,LA002103,Yes,debt_consolidation,16.00%,210.95,10.03819326,18.62,662,1740.0416670000002,5040,71.0,0,Less than 5,No,Yes
1502,LA001503,Yes,debt_consolidation,10.51%,195.05,10.30895266,14.36,727,1920.0416670000002,5028,40.2,0,Less than 5,No,Yes
6753,LA006754,Yes,debt_consolidation,8.59%,269.48,10.89673933,10.56,782,4110.041667,3168,15.1,0,Less than 5,No,Yes
3410,LA003411,Yes,debt_consolidation,10.95%,490.71,11.35040654,5.73,777,9240.958333,1842,2.3,0,Less than 5,No,Yes
2011,LA002012,Yes,home_improvement,9.32%,127.79,11.23653935,13.72,767,5850.0,159,1.3,0,Less than 5,No,Yes
8096,LA008097,No,debt_consolidation,17.22%,661.61,10.54534144,9.76,642,3690.0,8731,38.1,0,Less than 5,No,Yes
112,LA00113,Yes,all_other,7.43%,117.31,11.69524702,0.0,772,3929.958333,0,0.0,0,Less than 5,No,Yes
1604,LA001605,Yes,debt_consolidation,10.20%,323.62,10.45045222,16.22,747,7890.041667,21626,64.0,0,Less than 5,No,Yes
3296,LA003297,Yes,debt_consolidation,15.68%,189.01,10.94130541,20.87,677,4050.0,10249,96.7,0,Less than 5,No,Yes
9002,LA009003,No,all_other,12.21%,799.56,12.20609265,17.97,722,6720.0,351453,95.1,0,Less than 5,No,No
2278,LA002279,Yes,home_improvement,7.68%,187.15,11.01039864,11.58,787,3810.041667,1157,5.2,0,Less than 5,No,Yes
5687,LA005688,Yes,debt_consolidation,8.94%,158.86,10.87804719,24.34,732,4290.0,25295,62.5,0,Less than 5,No,Yes
7515,LA007516,Yes,all_other,7.51%,311.1,10.30895266,5.4,752,2610.0,5270,24.3,0,Less than 5,No,Yes
6061,LA006062,Yes,debt_consolidation,13.92%,477.92,11.21182037,21.91,682,7000.041667,14200,42.8,0,Less than 5,Yes,Yes
7052,LA007053,Yes,home_improvement,15.31%,870.39,12.22587527,7.21,697,5101.0,28406,45.0,0,Less than 5,No,Yes
4994,LA004995,Yes,credit_card,12.53%,60.24,10.23995979,15.21,677,2700.0,4293,66.0,0,Less than 5,No,Yes
9260,LA009261,No,debt_consolidation,14.61%,258.57,11.251560699999999,12.0,672,2429.958333,6393,24.8,1,Less than 5,No,Yes
4466,LA004467,Yes,debt_consolidation,12.53%,401.6,11.26446411,18.89,702,6930.0,15074,59.6,0,Less than 5,No,Yes
6279,LA006280,Yes,credit_card,11.48%,412.11,11.08214255,1.63,732,3600.0,19898,36.4,0,Less than 5,No,Yes
3934,LA003935,Yes,debt_consolidation,11.89%,328.33,10.62869042,18.19,707,3607.0,8737,70.5,0,Less than 5,No,Yes
3932,LA003933,Yes,educational,9.32%,255.58,10.30895266,16.8,772,5969.958333,7590,25.7,0,Less than 5,No,Yes
7852,LA007853,No,all_other,9.33%,131.01,9.680344001,2.7,702,391.0,355,59.2,0,Less than 5,No,Yes
8812,LA008813,No,credit_card,16.01%,246.14,11.38509209,16.83,647,1739.9583329999998,46670,87.8,0,Less than 5,No,Yes
8120,LA008121,No,all_other,10.78%,326.35,10.36501788,13.01,702,3629.0,2294,22.9,0,Less than 10,No,No
5449,LA005450,Yes,debt_consolidation,14.96%,528.34,10.98529272,24.08,677,5039.958333,22240,84.2,0,Less than 5,No,Yes
5372,LA005373,Yes,credit_card,7.74%,218.54,11.28499548,2.19,797,7259.958333,0,0.0,0,Less than 5,No,Yes
3949,LA003950,Yes,debt_consolidation,12.21%,283.18,11.08214255,9.18,692,1979.9583329999998,9283,72.5,0,Less than 5,No,Yes
8374,LA008375,No,educational,12.61%,670.13,11.58058411,15.88,687,1259.041667,12154,29.4,0,Less than 10,No,Yes
6137,LA006138,Yes,all_other,11.14%,656.07,11.22524339,11.31,777,3000.041667,1126,7.9,0,Less than 5,No,Yes
481,LA00482,Yes,debt_consolidation,12.92%,347.5,11.15625052,9.05,702,4530.041667,16264,90.6,0,Less than 5,No,No
3072,LA003073,Yes,small_business,11.26%,65.73,10.51867319,0.91,742,1559.958333,1219,10.3,0,Less than 5,No,Yes
5813,LA005814,Yes,major_purchase,11.14%,164.02,10.55581274,2.84,712,4200.041667,2650,48.2,1,Less than 5,No,Yes
5566,LA005567,Yes,credit_card,8.94%,381.26,11.46163217,15.52,762,4020.0,10221,21.8,0,Less than 5,No,Yes
5693,LA005694,Yes,home_improvement,11.48%,49.46,10.40426284,23.67,757,1800.0,280,16.5,0,Less than 5,No,Yes
2289,LA002290,Yes,debt_consolidation,17.58%,431.31,11.08214255,8.62,667,6690.041667,21233,57.1,0,Less than 5,No,Yes
4113,LA004114,Yes,debt_consolidation,8.00%,231.89,10.51867319,13.43,752,5790.0,6938,24.1,0,Less than 5,No,Yes
491,LA00492,Yes,debt_consolidation,9.76%,225.09,10.22557105,17.78,717,1830.0,16326,48.6,0,Less than 5,No,Yes
7488,LA007489,Yes,debt_consolidation,15.33%,435.36,11.22524339,0.64,677,3810.041667,1161,23.7,0,Less than 5,No,Yes
3911,LA003912,Yes,debt_consolidation,13.47%,463.05,10.89673933,23.29,682,3300.0,18749,61.1,0,Less than 5,Yes,Yes
7794,LA007795,No,all_other,17.22%,464.95,10.37349118,15.98,642,810.0,6703,79.8,0,Less than 5,No,No
2356,LA002357,Yes,all_other,14.42%,137.54,9.740968622999999,8.26,697,1181.0,3090,55.2,0,Less than 5,No,Yes
8697,LA008698,No,debt_consolidation,15.76%,63.95,9.903687533,25.07,667,1319.958333,5411,35.6,0,Less than 5,No,Yes
7896,LA007897,No,all_other,13.12%,168.76,9.729134165,5.36,652,299.9583333,2486,82.9,0,Less than 5,No,No
5966,LA005967,Yes,credit_card,8.59%,316.11,11.49799455,4.46,757,5282.041667,37334,55.4,0,Less than 5,No,Yes
3756,LA003757,Yes,all_other,11.58%,165.07,10.51867319,7.36,762,2250.0,0,0.0,0,Less than 5,No,Yes
7297,LA007298,Yes,credit_card,11.36%,41.97,10.71441777,18.83,692,5190.0,9961,85.9,0,Less than 5,No,Yes
118,LA00119,Yes,debt_consolidation,13.75%,263.09,11.03811028,9.8,677,3089.958333,12231,81.0,0,Less than 5,No,No
134,LA00135,Yes,debt_consolidation,12.49%,70.25,9.433483922999999,14.4,662,1469.0,458,91.6,0,Less than 5,No,No
7646,LA007647,Yes,all_other,12.73%,503.5,10.62132735,11.41,742,1260.041667,2246,16.9,0,Less than 5,No,Yes
9540,LA009541,No,debt_consolidation,13.11%,192.35,11.00209984,5.72,692,10236.0,2077,1.1,0,Less than 5,Yes,No
6835,LA006836,Yes,debt_consolidation,7.74%,234.14,11.69524702,7.72,777,10681.04167,5195,5.4,0,Less than 5,No,Yes
4628,LA004629,Yes,all_other,11.48%,659.37,11.35040654,10.07,792,2940.0,760,1.9,0,Less than 5,No,Yes
5071,LA005072,Yes,debt_consolidation,15.31%,417.79,11.13453063,13.1,672,4020.0,14606,92.4,0,Less than 5,Yes,Yes
6921,LA006922,Yes,debt_consolidation,12.87%,336.34,11.35040654,6.23,697,3661.0,2906,23.2,0,Less than 5,No,Yes
4316,LA004317,Yes,small_business,17.39%,716.95,10.71441777,0.32,712,2729.958333,589,3.8,0,Less than 5,No,Yes
7749,LA007750,No,all_other,7.75%,156.11,12.61153775,5.38,757,5641.0,0,23.5,0,Less than 5,No,Yes
4931,LA004932,Yes,all_other,7.74%,187.32,11.22524339,22.9,752,8999.958333,63299,64.9,0,Less than 5,No,Yes
4019,LA004020,Yes,credit_card,18.53%,910.44,11.69524702,24.97,672,4290.0,96565,88.9,0,Less than 5,No,Yes
453,LA00454,Yes,debt_consolidation,6.00%,467.45,11.04292184,15.28,687,4652.041667,26044,34.5,0,Less than 5,No,Yes
2609,LA002610,Yes,debt_consolidation,14.74%,86.35,9.779963066,19.08,672,1771.0,5002,32.1,0,Less than 5,No,Yes
5206,LA005207,Yes,debt_consolidation,11.48%,138.47,11.17043516,6.83,717,3810.0,11974,72.1,0,Less than 5,No,Yes
7553,LA007554,Yes,credit_card,10.62%,683.76,10.81977828,15.18,737,17616.0,31725,32.8,0,Less than 5,No,Yes
8613,LA008614,No,all_other,11.66%,90.9,10.46310334,10.15,677,899.9583332999998,2315,77.2,0,Less than 5,No,Yes
3919,LA003920,Yes,major_purchase,8.00%,125.35,11.12726298,14.19,772,2339.958333,471,2.6,0,Less than 5,No,Yes
364,LA00365,Yes,all_other,10.78%,293.72,10.49127422,7.93,692,2429.041667,17042,75.1,0,Less than 5,No,Yes
2590,LA002591,Yes,all_other,7.37%,322.88,10.77895629,12.07,727,3299.958333,21326,37.9,0,Less than 5,No,Yes
2192,LA002193,Yes,debt_consolidation,9.63%,320.95,11.2771525,19.9,752,3300.0,4474,82.9,0,Less than 5,No,No
5462,LA005463,Yes,home_improvement,12.18%,499.5,12.07539432,10.19,717,3840.0,19315,72.1,0,Less than 5,No,Yes
1162,LA001163,Yes,all_other,12.29%,50.03,11.9512062,7.43,662,5219.958333,8545,30.6,0,Less than 5,No,Yes
3181,LA003182,Yes,credit_card,7.68%,155.96,11.69524702,7.03,782,5707.0,2660,23.7,0,Less than 5,No,Yes
459,LA00460,Yes,debt_consolidation,9.20%,318.93,10.71441777,4.88,732,4079.0,12425,94.2,0,Less than 5,No,Yes
1182,LA001183,Yes,credit_card,9.76%,192.93,11.01856357,12.37,712,3149.958333,6432,99.0,0,Less than 5,No,No
3559,LA003560,Yes,major_purchase,7.68%,93.58,10.66886237,3.77,807,4711.0,133,0.3,0,Less than 5,No,Yes
2043,LA002044,Yes,all_other,7.68%,155.96,10.60430524,5.78,802,4440.0,5312,7.2,0,Less than 5,No,Yes
7622,LA007623,Yes,credit_card,14.59%,112.02,10.23995979,24.6,662,5554.0,11683,60.2,0,Less than 5,No,Yes
7479,LA007480,Yes,major_purchase,10.25%,97.16,10.75790288,20.5,702,5130.0,8027,62.7,0,Less than 5,No,Yes
3584,LA003585,Yes,all_other,11.26%,98.59,10.81977828,9.05,707,2490.0,6371,37.9,0,Less than 5,No,Yes
5160,LA005161,Yes,debt_consolidation,17.39%,286.78,11.18996158,19.59,667,7020.0,19892,67.0,1,Less than 5,No,Yes
5575,LA005576,Yes,debt_consolidation,15.31%,400.38,10.448714599999999,20.35,667,1860.0,11438,61.5,0,Less than 5,No,Yes
5744,LA005745,Yes,debt_consolidation,12.18%,765.9,11.62625415,14.96,737,6001.041667,25274,39.5,0,Less than 5,No,Yes
6389,LA006390,Yes,all_other,14.26%,34.31,9.903487553,8.34,667,1710.0416670000002,3449,69.0,0,Less than 5,No,Yes
1964,LA001965,Yes,debt_consolidation,13.79%,204.46,10.18490001,5.34,682,10308.95833,5177,12.5,0,Less than 5,Yes,Yes
7411,LA007412,Yes,small_business,7.88%,112.61,10.71205943,11.79,717,2820.041667,1773,20.9,0,Less than 5,Yes,Yes
8273,LA008274,No,all_other,15.13%,333.4,11.15625052,16.35,647,3059.041667,29314,89.9,0,Less than 5,No,No
5656,LA005657,Yes,all_other,11.83%,165.67,11.35040654,20.57,717,4980.0,5147,51.5,0,Less than 5,No,Yes
7245,LA007246,Yes,debt_consolidation,7.88%,281.53,10.77895629,10.22,737,4200.041667,9874,54.9,0,Less than 5,No,Yes
2206,LA002207,Yes,credit_card,13.47%,182.34,10.16585182,23.68,687,2280.0,16757,85.1,0,Less than 5,No,Yes
8007,LA008008,No,small_business,9.64%,770.37,11.09741002,0.0,742,1620.041667,0,0.0,0,Less than 10,No,Yes
